Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Deliveries_Lag1,Rolling_Mean_3
2016,6,3,4,12146,12628,51466.15,75,415,756.09,2,14614,13412.0,11463.333333333334
2021,5,0,3,6296,6964,52182.24,120,712,672.41,0,4663,12146.0,10618.0
2021,5,2,4,15561,16424,84024.03,100,565,1318.79,2,4702,6296.0,11334.333333333334
2017,2,3,2,244,267,99270.0,75,412,15.08,1,5003,15561.0,7367.0
2022,10,3,0,16170,16386,64781.06,60,345,836.8,2,3240,244.0,10658.333333333334
2021,2,1,2,8908,9004,111677.36,82,461,615.99,1,10115,16170.0,8440.666666666666
2025,12,3,1,12098,12627,58627.89,120,708,1284.81,2,3110,8908.0,12392.0
2023,2,1,4,7526,8104,73142.06,75,444,501.23,0,8685,12098.0,9510.666666666666
2017,10,2,3,10725,12116,60844.77,60,332,534.1,0,8814,7526.0,10116.333333333334
2023,10,0,1,8910,9887,119253.33,60,338,451.74,2,13499,10725.0,9053.666666666666
2023,8,2,4,6839,7695,79420.32,75,434,445.22,1,13475,8910.0,8824.666666666666
2024,4,1,1,13127,14901,56291.48,60,333,655.69,2,8946,6839.0,9625.333333333334
2025,1,3,0,2006,2257,103091.22,120,679,204.31,2,4236,13127.0,7324.0
2020,2,1,2,11156,12741,103679.42,100,563,942.12,2,10089,2006.0,8763.0
2016,2,0,3,12451,14262,56573.05,120,700,1307.35,1,8325,11156.0,8537.666666666666
2022,5,1,2,2213,2309,87883.16,120,661,219.42,0,3957,12451.0,8606.666666666666
2015,11,1,2,10936,12225,56258.77,75,428,702.09,1,13549,2213.0,8533.333333333334
2018,1,0,4,1328,1492,76922.78,82,469,93.42,1,6639,10936.0,4825.666666666667
2015,8,0,3,17528,18643,101551.1,100,596,1567.0,1,14106,1328.0,9930.666666666666
2017,3,1,1,6659,6793,117055.39,60,345,344.6,0,5902,17528.0,8505.0
2017,4,2,3,7289,7694,113135.81,82,484,529.18,1,14818,6659.0,10492.0
2021,4,1,3,8545,9233,53450.98,120,660,845.95,1,5937,7289.0,7497.666666666667
2022,9,1,2,10357,11217,81540.77,82,462,717.74,1,6576,8545.0,8730.333333333334
2016,7,2,3,1489,1586,101065.58,100,588,131.33,0,4906,10357.0,6797.0
2025,9,2,4,12555,13111,51497.22,60,358,674.2,2,5036,1489.0,8133.666666666667
2017,3,2,2,10076,10449,94843.06,75,437,660.48,0,4952,12555.0,8040.0
2020,7,2,1,6574,7071,110595.15,75,421,415.15,2,3942,10076.0,9735.0
2023,9,0,4,3581,3609,116405.93,100,582,312.62,0,13523,6574.0,6743.666666666667
2024,11,3,1,13906,14284,67111.65,100,591,1232.77,2,10372,3581.0,8020.333333333333
2019,9,3,4,1329,1472,91036.48,75,430,85.72,0,5307,13906.0,6272.0
2016,8,1,1,3539,3599,60587.28,120,673,357.26,2,6011,1329.0,6258.0
2015,10,2,4,15787,16541,93812.4,82,487,1153.24,0,10390,3539.0,6885.0
2017,5,3,1,3987,4294,85622.34,120,682,407.87,2,14195,15787.0,7771.0
2017,11,1,2,16816,17842,72976.32,75,429,1082.11,0,12149,3987.0,12196.666666666666
2023,2,1,3,10361,10389,88192.59,82,479,744.44,0,12484,16816.0,10388.0
2017,6,0,2,14497,14906,97072.23,60,359,780.66,1,4222,10361.0,13891.333333333334
2017,2,2,0,10975,11083,65976.48,120,674,1109.57,1,8808,14497.0,11944.333333333334
2016,4,1,4,12155,12521,87507.94,100,554,1010.08,0,8404,10975.0,12542.333333333334
2017,7,3,0,10101,10186,84376.7,82,489,740.91,1,4264,12155.0,11077.0
2024,7,3,2,8473,9665,72186.17,82,477,606.24,0,3960,10101.0,10243.0
2023,8,0,3,8254,9011,60702.1,75,414,512.57,1,5591,8473.0,8942.666666666666
2016,10,1,0,14004,15629,92134.64,82,487,1022.99,0,8320,8254.0,10243.666666666666
2015,3,2,0,8661,9518,69595.37,100,597,775.59,0,11854,14004.0,10306.333333333334
2017,6,3,4,5984,6051,116599.63,100,564,506.25,1,4104,8661.0,9549.666666666666
2017,3,2,4,13529,15008,56677.95,82,468,949.74,2,3350,5984.0,9391.333333333334
2015,11,1,3,12699,14494,95475.27,82,475,904.8,2,9152,13529.0,10737.333333333334
2017,1,0,1,11109,11947,81454.48,75,434,723.2,2,10497,12699.0,12445.666666666666
2016,2,0,2,13665,14597,86091.72,120,689,1412.28,0,11002,11109.0,12491.0
2018,4,1,2,17645,20199,53529.17,100,594,1572.17,2,9922,13665.0,14139.666666666666
2020,5,1,0,6793,7690,72977.86,75,416,423.88,2,13440,17645.0,12701.0
2025,9,3,0,13798,14822,116201.66,82,481,995.53,0,11766,6793.0,12745.333333333334
2018,4,0,3,6486,6577,108206.28,75,446,433.91,0,10797,13798.0,9025.666666666666
2024,4,3,4,3880,4172,68982.44,75,448,260.74,1,8566,6486.0,8054.666666666667
2020,9,3,2,6756,7714,59280.19,120,706,715.46,1,6177,3880.0,5707.333333333333
2024,1,1,1,16404,17098,83700.47,100,552,1358.25,2,12810,6756.0,9013.333333333334
2015,5,3,4,4370,4616,55845.05,120,706,462.78,2,9700,16404.0,9176.666666666666
2023,9,3,2,4688,5323,63867.29,75,413,290.42,0,3243,4370.0,8487.333333333334
2022,10,1,3,12079,13501,64000.62,60,333,603.35,2,11109,4688.0,7045.666666666667
2015,2,3,2,6766,7709,106568.43,100,581,589.66,1,13457,12079.0,7844.333333333333
2021,1,3,1,4497,4573,100443.14,60,345,232.72,2,13729,6766.0,7780.666666666667
2024,1,3,0,8771,9978,81508.7,120,704,926.22,2,8603,4497.0,6678.0
2021,4,1,2,17519,18226,106219.32,60,331,869.82,2,14905,8771.0,10262.333333333334
2019,1,0,4,10794,10867,80652.99,75,444,718.88,0,6148,17519.0,12361.333333333334
2018,9,3,4,10850,11088,98322.6,75,447,727.49,1,11190,10794.0,13054.333333333334
2024,2,3,2,3021,3431,110853.81,120,674,305.42,1,3974,10850.0,8221.666666666666
2023,2,0,3,5798,5833,78202.27,82,489,425.28,2,3141,3021.0,6556.333333333333
2018,9,1,1,14770,16435,106836.24,82,489,1083.38,0,6755,5798.0,7863.0
2020,2,0,0,5880,6345,58881.1,120,695,612.99,2,8789,14770.0,8816.0
2025,8,3,1,12625,13469,71602.54,120,696,1318.05,0,5221,5880.0,11091.666666666666
2022,6,3,0,7479,7535,111154.37,75,415,465.57,2,5960,12625.0,8661.333333333334
2020,11,1,2,15767,17014,78194.99,60,347,820.67,2,4070,7479.0,11957.0
2024,11,3,3,9466,9638,50426.13,82,471,668.77,0,14979,15767.0,10904.0
2016,11,2,4,9894,10915,59838.71,75,430,638.16,1,3330,9466.0,11709.0
2023,2,3,2,9190,10059,71085.8,75,413,569.32,2,13663,9894.0,9516.666666666666
2015,4,2,4,9951,10036,88467.02,60,343,511.98,0,13652,9190.0,9678.333333333334
2025,9,1,1,6508,6909,67035.88,75,417,407.08,0,13288,9951.0,8549.666666666666
2018,10,1,1,15011,15779,81092.84,75,437,983.97,2,9106,6508.0,10490.0
2023,10,2,1,15735,15777,100572.29,100,591,1394.91,0,7789,15011.0,12418.0
2022,9,0,1,1940,2079,84919.57,75,420,122.22,2,6262,15735.0,10895.333333333334
2024,11,0,0,11286,11627,110476.99,60,339,573.89,0,14874,1940.0,9653.666666666666
2016,8,3,2,9094,9464,103157.88,120,686,935.77,2,12320,11286.0,7440.0
2021,9,0,0,13744,13932,85971.31,60,336,692.7,2,5174,9094.0,11374.666666666666
2021,11,3,3,9645,10063,106628.44,120,708,1024.3,0,8484,13744.0,10827.666666666666
2017,12,2,2,3478,3949,107218.55,82,482,251.46,0,3667,9645.0,8955.666666666666
2021,7,3,3,10517,11404,71935.74,120,677,1068.0,2,11800,3478.0,7880.0
2017,11,1,1,9026,10314,62284.41,75,433,586.24,2,9951,10517.0,7673.666666666667
2024,5,2,3,11236,12899,77863.02,82,464,782.03,2,10493,9026.0,10259.666666666666
2016,4,1,2,6920,7833,95561.42,82,472,489.94,0,6892,11236.0,9060.666666666666
2015,11,1,0,7876,7944,117837.18,100,594,701.75,1,14133,6920.0,8677.333333333334
2022,10,3,3,9311,10061,119661.16,100,569,794.69,1,10384,7876.0,8035.666666666667
2025,11,2,3,6457,7175,98539.81,100,562,544.33,2,6034,9311.0,7881.333333333333
2019,12,0,3,14386,15722,96444.32,100,591,1275.32,1,5585,6457.0,10051.333333333334
2018,9,1,2,1654,1853,110299.26,60,334,82.87,0,14428,14386.0,7499.0
2020,4,1,4,8132,8438,72439.73,120,668,814.83,2,6554,1654.0,8057.333333333333
2022,1,1,0,7779,8724,98279.11,75,439,512.25,2,11377,8132.0,5855.0
2024,4,3,2,7530,8178,108313.99,120,701,791.78,1,3253,7779.0,7813.666666666667
2020,5,1,1,7844,7845,81470.83,100,591,695.37,0,9867,7530.0,7717.666666666667
2015,10,0,1,12482,13992,96114.84,60,350,655.3,2,13190,7844.0,9285.333333333334
2020,8,0,2,14744,15429,56005.6,120,665,1470.71,1,14078,12482.0,11690.0
2017,1,3,4,12064,13255,103628.12,82,485,877.66,2,10363,14744.0,13096.666666666666
2018,10,2,2,9655,10086,72428.09,60,334,483.72,1,12397,12064.0,12154.333333333334
2016,2,2,3,5427,6240,53374.84,82,491,399.7,2,7882,9655.0,9048.666666666666
2019,2,1,4,13438,14220,108069.61,75,417,840.55,0,14224,5427.0,9506.666666666666
2020,2,1,1,10803,12231,86063.46,60,353,572.02,1,9745,13438.0,9889.333333333334
2020,4,3,4,11663,12383,59687.83,60,349,610.56,1,9296,10803.0,11968.0
2017,5,0,1,7895,8081,71685.15,100,564,667.92,0,13456,11663.0,10120.333333333334
2019,2,0,4,6884,7892,76404.12,100,590,609.23,2,8214,7895.0,8814.0
2017,6,1,2,15361,15939,97321.84,100,585,1347.93,1,10320,6884.0,10046.666666666666
2020,2,3,2,12916,13310,111135.28,75,414,802.08,1,13663,15361.0,11720.333333333334
2025,12,0,4,14840,16581,71647.93,120,698,1553.75,2,13586,12916.0,14372.333333333334
2023,5,1,0,16651,16945,117077.58,60,332,829.22,1,5772,14840.0,14802.333333333334
2017,10,0,0,9752,10159,105880.52,60,339,495.89,2,6592,16651.0,13747.666666666666
2020,12,2,2,3677,3723,58349.02,82,460,253.71,0,9002,9752.0,10026.666666666666
2018,7,2,2,18271,18713,83021.79,82,473,1296.33,0,9843,3677.0,10566.666666666666
2016,11,1,3,10075,11169,58439.09,100,595,899.19,1,3797,18271.0,10674.333333333334
2019,8,1,1,7614,7924,107116.91,120,682,778.91,1,4060,10075.0,11986.666666666666
2020,5,0,3,2004,2223,111232.3,120,716,215.23,0,12661,7614.0,6564.333333333333
2023,1,3,3,14120,15873,76797.69,120,695,1472.01,0,11649,2004.0,7912.666666666667
2024,10,0,0,8169,8904,60938.29,82,472,578.37,1,5765,14120.0,8097.666666666667
2022,11,0,0,5997,6294,68885.72,75,431,387.71,2,8281,8169.0,9428.666666666666
2016,3,0,0,10500,11998,92112.83,82,484,762.3,2,13610,5997.0,8222.0
2017,6,1,4,11562,12777,97607.83,120,684,1186.26,0,3184,10500.0,9353.0
2020,4,1,1,7600,8624,112737.97,100,584,665.76,2,13307,11562.0,9887.333333333334
2020,11,0,4,1504,1572,62726.59,120,665,150.02,2,11569,7600.0,6888.666666666667
2020,12,2,3,13334,13717,54285.17,120,695,1390.07,1,14870,1504.0,7479.333333333333
2022,12,0,4,10567,11778,93354.59,100,561,889.21,2,3011,13334.0,8468.333333333334
2016,10,1,2,16842,18849,52426.92,120,694,1753.25,0,14945,10567.0,13581.0
2017,3,0,0,11703,13032,61317.0,60,344,603.87,1,11619,16842.0,13037.333333333334
2019,5,0,0,7613,8216,52406.38,60,349,398.54,0,3977,11703.0,12052.666666666666
2023,3,2,4,10430,11441,88175.4,82,453,708.72,1,11946,7613.0,9915.333333333334
2024,10,0,3,4300,4787,81593.52,75,448,288.96,0,6129,10430.0,7447.666666666667
2019,8,0,2,14086,14453,75285.12,82,477,1007.85,2,3848,4300.0,9605.333333333334
2023,2,0,4,13384,14564,85097.75,120,712,1429.41,2,4008,14086.0,10590.0
2020,12,3,4,8596,9674,95555.18,100,580,747.85,0,7009,13384.0,12022.0
2021,10,3,4,15715,16991,72672.69,75,417,982.97,2,13650,8596.0,12565.0
2021,12,3,3,7084,7179,91352.76,60,347,368.72,0,8025,15715.0,10465.0
2024,10,3,2,11035,11367,105305.19,75,441,729.97,1,4351,7084.0,11278.0
2021,7,2,2,11357,12845,73056.46,60,347,591.13,0,13167,11035.0,9825.333333333334
2017,4,2,1,3096,3247,99883.49,75,443,205.73,0,5179,11357.0,8496.0
2021,8,1,3,9226,10565,102709.03,120,708,979.8,1,3393,3096.0,7893.0
2025,8,0,0,14792,14834,57854.1,120,719,1595.32,0,6364,9226.0,9038.0
2024,10,2,4,9793,10014,82617.67,120,700,1028.26,1,12986,14792.0,11270.333333333334
2017,5,0,2,11968,12960,77758.76,82,456,818.61,0,13383,9793.0,12184.333333333334
2016,6,0,3,12651,12987,88151.88,75,449,852.04,2,14248,11968.0,11470.666666666666
2015,5,0,1,10733,11466,93409.28,120,676,1088.33,2,5257,12651.0,11784.0
2024,4,0,1,5616,6095,78734.52,60,335,282.2,2,11941,10733.0,9666.666666666666
2023,11,2,4,11111,11422,85715.12,82,472,786.66,0,13514,5616.0,9153.333333333334
2024,10,3,1,5736,6520,63624.08,120,696,598.84,1,14827,11111.0,7487.666666666667
2024,7,0,3,17392,19819,79984.0,60,339,884.38,1,14726,5736.0,11413.0
2017,11,2,3,9250,9926,80098.96,75,434,602.17,1,14994,17392.0,10792.666666666666
2024,4,1,3,9738,9893,74190.66,120,668,975.75,0,10632,9250.0,12126.666666666666
2016,6,1,4,5820,6203,92905.77,82,489,426.9,2,5888,9738.0,8269.333333333334
2020,1,0,1,12934,14720,117789.34,100,577,1119.44,1,8498,5820.0,9497.333333333334
2023,7,2,4,8716,9361,53865.23,82,490,640.63,2,4542,12934.0,9156.666666666666
2022,5,0,1,3048,3163,101224.33,60,334,152.7,0,7216,8716.0,8232.666666666666
2022,7,1,4,5763,6322,82499.07,100,574,496.19,0,8132,3048.0,5842.333333333333
2019,11,0,4,20196,20348,54403.52,120,671,2032.73,1,3389,5763.0,9669.0
2025,6,1,2,14180,16298,85571.01,75,425,903.97,1,5230,20196.0,13379.666666666666
2025,5,0,1,3900,4093,87971.21,120,717,419.44,2,5472,14180.0,12758.666666666666
2024,2,0,3,13035,14376,51251.49,60,336,656.96,1,3833,3900.0,10371.666666666666
2016,11,0,4,8999,9429,90753.91,82,466,629.03,2,10212,13035.0,8644.666666666666
2018,10,0,4,6961,7396,76380.68,100,593,619.18,2,13863,8999.0,9665.0
2021,3,3,2,11207,12054,99613.59,60,337,566.51,1,6893,6961.0,9055.666666666666
2015,2,2,3,4718,5172,55889.8,100,558,394.9,0,13782,11207.0,7628.666666666667
2019,1,0,0,7929,8463,90432.92,82,474,563.75,0,6989,4718.0,7951.333333333333
2023,2,3,4,7173,7344,64362.8,100,589,633.73,0,5006,7929.0,6606.666666666667
2021,5,1,2,13913,15664,81371.96,120,698,1456.69,2,5654,7173.0,9671.666666666666
2015,2,2,0,7142,7840,65698.85,60,351,376.03,2,5846,13913.0,9409.333333333334
2020,10,3,1,5855,5998,106868.96,120,711,624.44,1,13972,7142.0,8970.0
2015,9,1,0,12851,14451,77802.85,120,700,1349.35,0,5459,5855.0,8616.0
2023,3,2,2,14484,15577,82534.89,100,599,1301.39,1,8922,12851.0,11063.333333333334
2021,4,2,4,5163,5876,103022.83,75,439,339.98,1,11510,14484.0,10832.666666666666
2024,5,2,1,8419,8521,51459.17,120,697,880.21,1,10556,5163.0,9355.333333333334
2017,8,0,0,12395,13414,54652.43,75,441,819.93,2,10004,8419.0,8659.0
2021,3,0,2,16317,17422,109971.1,60,358,876.22,0,7031,12395.0,12377.0
2017,5,2,0,4695,4999,118625.81,75,415,292.26,1,9224,16317.0,11135.666666666666
2022,2,1,0,15018,15865,115982.68,120,709,1597.16,0,10052,4695.0,12010.0
2020,4,0,0,4118,4453,55091.54,100,589,363.83,2,5613,15018.0,7943.666666666667
2018,9,0,3,14872,15681,111549.57,60,351,783.01,1,4351,4118.0,11336.0
2025,2,3,1,8589,8812,53808.71,75,437,563.01,1,13044,14872.0,9193.0
2018,4,3,2,5799,6342,102295.48,60,336,292.27,1,3719,8589.0,9753.333333333334
2015,8,2,0,9782,9801,96447.62,100,558,818.75,1,14532,5799.0,8056.666666666667
2019,12,2,0,4442,4537,77260.43,82,490,326.49,0,6836,9782.0,6674.333333333333
2020,5,3,4,8958,10212,74121.76,100,558,749.78,0,9757,4442.0,7727.333333333333
2015,4,3,1,14129,14159,58125.08,120,662,1403.01,2,3488,8958.0,9176.333333333334
2018,7,1,0,4510,4736,101160.92,120,685,463.4,1,9940,14129.0,9199.0
2025,6,1,4,6182,6357,114855.04,75,413,382.97,2,8550,4510.0,8273.666666666666
2025,8,1,3,13341,15209,65409.06,120,710,1420.82,2,11279,6182.0,8011.0
2019,5,3,4,12927,14435,110082.61,100,592,1147.92,2,7316,13341.0,10816.666666666666
2025,2,1,2,10702,10988,76330.31,100,573,919.84,1,8032,12927.0,12323.333333333334
2021,4,3,3,8093,8477,78010.87,75,418,507.43,0,9042,10702.0,10574.0
2025,5,3,4,12396,14163,93777.83,75,443,823.71,1,10842,8093.0,10397.0
2019,6,0,2,10409,11766,112358.25,100,572,893.09,1,8511,12396.0,10299.333333333334
2015,3,0,4,10327,10374,52614.37,75,443,686.23,1,7322,10409.0,11044.0
2022,3,1,2,15412,15482,59226.73,75,445,1028.75,1,12020,10327.0,12049.333333333334
2017,2,1,2,815,908,79155.31,120,709,86.68,0,13204,15412.0,8851.333333333334
2018,2,0,3,7081,8077,62682.83,60,348,369.63,2,5672,815.0,7769.333333333333
2021,5,2,3,9058,10053,98011.34,82,485,658.97,1,5999,7081.0,5651.333333333333
2025,10,3,0,9273,9297,52349.14,82,470,653.75,2,6578,9058.0,8470.666666666666
2021,6,0,1,6712,7512,62687.52,82,480,483.26,1,7619,9273.0,8347.666666666666
2019,11,2,4,5021,5169,72317.21,82,475,357.75,0,5521,6712.0,7002.0
2025,12,2,3,9319,10387,108790.17,100,564,788.39,1,14172,5021.0,7017.333333333333
2024,1,0,1,13920,14976,77904.89,82,455,950.04,1,8000,9319.0,9420.0
2018,3,0,1,12088,13305,68945.08,82,454,823.19,0,14910,13920.0,11775.666666666666
2025,4,0,0,7653,8003,75204.58,120,685,786.35,2,4186,12088.0,11220.333333333334
2020,8,2,3,17066,18115,83739.64,82,453,1159.63,1,6337,7653.0,12269.0
2024,11,3,0,6773,7002,82800.59,75,428,434.83,1,6466,17066.0,10497.333333333334
2019,7,1,2,3620,3891,113824.96,60,334,181.36,1,10751,6773.0,9153.0
2020,7,0,2,10661,12155,108446.97,60,355,567.7,1,6638,3620.0,7018.0
2023,4,1,4,13656,14463,97395.74,75,430,880.81,1,14925,10661.0,9312.333333333334
2022,10,2,3,14060,14177,90177.31,60,355,748.69,1,8776,13656.0,12792.333333333334
2020,9,2,1,8400,9527,118043.74,60,355,447.3,1,4320,14060.0,12038.666666666666
2020,6,3,3,15404,15772,117761.55,100,595,1374.81,2,5003,8400.0,12621.333333333334
2025,1,0,0,10494,11614,54090.17,60,346,544.64,2,4016,15404.0,11432.666666666666
2019,11,3,4,8322,8387,109677.99,60,335,418.18,1,13492,10494.0,11406.666666666666
2019,1,3,4,5590,6229,91420.19,75,419,351.33,1,11000,8322.0,8135.333333333333
2020,5,1,4,7949,8894,113402.98,100,598,713.03,0,5787,5590.0,7287.0
2016,8,2,4,17493,19586,77717.93,60,357,936.75,1,9396,7949.0,10344.0
2017,6,3,0,16693,18316,68718.14,120,660,1652.61,1,14580,17493.0,14045.0
2018,12,1,4,14037,15053,65122.2,75,448,943.29,0,11581,16693.0,16074.333333333334
2017,12,3,0,7076,7794,89604.71,60,357,378.92,1,7647,14037.0,12602.0
2016,10,0,1,15259,15497,76915.79,120,689,1577.02,2,10826,7076.0,12124.0
2016,3,0,3,10421,11529,57481.38,120,694,1084.83,2,6078,15259.0,10918.666666666666
2015,8,1,2,6575,6912,107488.01,60,333,328.42,0,13157,10421.0,10751.666666666666
2021,9,1,4,7002,7731,80908.31,120,716,752.01,2,4699,6575.0,7999.333333333333
2022,1,2,3,10130,11031,61492.95,60,333,505.99,2,14760,7002.0,7902.333333333333
2019,11,1,2,6502,6982,55735.69,100,559,545.19,1,14325,10130.0,7878.0
2015,1,3,3,8122,8343,62838.32,75,423,515.34,2,9297,6502.0,8251.333333333334
2017,5,2,1,7856,8663,73271.93,120,663,781.28,0,7487,8122.0,7493.333333333333
2023,10,2,0,5341,5892,119018.2,60,353,282.81,0,14303,7856.0,7106.333333333333
2016,5,2,0,16246,17494,97615.94,75,414,1008.88,2,4017,5341.0,9814.333333333334
2020,2,0,1,16816,19209,68763.3,60,354,892.93,0,3664,16246.0,12801.0
2018,11,1,2,9505,10593,57607.78,60,359,511.84,0,7579,16816.0,14189.0
2016,2,1,2,8024,8225,61733.35,120,662,796.78,2,11836,9505.0,11448.333333333334
2016,7,2,1,5320,5426,55642.11,100,586,467.63,0,8957,8024.0,7616.333333333333
2016,2,0,1,11385,11623,52098.15,75,424,724.09,2,11456,5320.0,8243.0
2017,11,2,1,11168,11952,82640.96,120,705,1181.02,0,4853,11385.0,9291.0
2022,7,1,3,11844,12021,75432.71,120,690,1225.85,0,3520,11168.0,11465.666666666666
2016,1,3,0,5993,6503,98262.55,100,590,530.38,0,5401,11844.0,9668.333333333334
2022,2,3,2,856,966,115048.27,120,678,87.06,1,13367,5993.0,6231.0
2016,12,2,1,9780,10993,103516.95,60,347,509.05,0,14472,856.0,5543.0
2020,6,2,1,9771,10380,118449.76,100,560,820.76,1,5584,9780.0,6802.333333333333
2020,7,0,4,9432,9920,93505.51,82,452,639.49,1,5241,9771.0,9661.0
2021,12,2,2,9961,10021,58603.78,75,420,627.54,1,7823,9432.0,9721.333333333334
2020,5,2,4,5615,5813,115275.28,120,711,598.84,2,11517,9961.0,8336.0
2021,3,0,0,9755,10955,93017.87,82,485,709.68,1,8928,5615.0,8443.666666666666
2021,1,1,0,12075,12415,93735.68,75,425,769.78,2,5534,9755.0,9148.333333333334
2016,1,0,2,8718,9994,73582.71,75,419,547.93,1,12476,12075.0,10182.666666666666
2016,9,0,4,8964,9897,85885.83,82,463,622.55,1,5551,8718.0,9919.0
2025,5,2,3,9105,10082,103337.88,100,563,768.92,1,3542,8964.0,8929.0
2019,12,0,4,1234,1256,109607.6,82,457,84.59,2,14697,9105.0,6434.333333333333
2022,9,3,2,14406,15616,67850.26,100,563,1216.59,1,3471,1234.0,8248.333333333334
2016,4,0,2,5630,6468,114890.07,60,346,292.2,1,13104,14406.0,7090.0
2018,9,0,4,14229,15099,112046.63,75,414,883.62,2,14536,5630.0,11421.666666666666
2019,9,0,1,6149,6221,73164.03,75,421,388.31,1,14856,14229.0,8669.333333333334
2025,8,2,0,9888,10918,50567.07,120,697,1033.79,1,4124,6149.0,10088.666666666666
2015,1,2,2,13902,15423,94629.02,75,445,927.96,2,8666,9888.0,9979.666666666666
2024,3,3,4,3180,3488,114219.81,120,700,333.9,2,12732,13902.0,8990.0
2018,1,3,1,17949,18875,101310.01,75,437,1176.56,2,14178,3180.0,11677.0
2025,9,0,4,1662,1709,103129.05,75,415,103.46,2,9177,17949.0,7597.0
2019,2,3,1,11573,12572,58828.07,100,579,1005.12,1,12196,1662.0,10394.666666666666
2024,4,1,0,3297,3398,78192.75,75,415,205.24,0,11344,11573.0,5510.666666666667
2023,11,0,1,5019,5386,115879.82,100,561,422.35,0,7675,3297.0,6629.666666666667
2016,7,3,4,8508,9638,91513.1,60,341,435.18,1,7951,5019.0,5608.0
2021,6,0,3,15411,17636,58865.91,120,685,1583.48,0,8771,8508.0,9646.0
2015,10,3,3,12070,12219,92220.65,82,461,834.64,2,7671,15411.0,11996.333333333334
2019,2,1,2,14215,15529,52823.37,82,464,989.36,0,8622,12070.0,13898.666666666666
2021,6,1,3,12017,13245,54447.5,82,467,841.79,2,14565,14215.0,12767.333333333334
2019,12,0,0,10012,11485,56816.37,100,565,848.52,1,10658,12017.0,12081.333333333334
2025,8,2,2,8857,10153,62777.21,120,681,904.74,1,12034,10012.0,10295.333333333334
2025,12,3,4,7865,8635,58491.33,100,558,658.3,1,5966,8857.0,8911.333333333334
2019,9,3,1,7842,8082,93876.18,75,425,499.93,2,14947,7865.0,8188.0
2015,10,1,3,9615,10665,84684.39,82,479,690.84,2,8217,7842.0,8440.666666666666
2017,7,2,0,18353,20285,62018.57,60,345,949.77,0,7943,9615.0,11936.666666666666
2020,3,0,1,5487,6060,89208.12,60,341,280.66,1,8042,18353.0,11151.666666666666
2019,11,2,2,13795,14310,76061.5,120,675,1396.74,2,8867,5487.0,12545.0
2021,9,2,4,9048,9299,95617.59,75,439,595.81,1,11256,13795.0,9443.333333333334
2017,7,0,0,12222,12642,58228.59,82,457,837.82,1,3023,9048.0,11688.333333333334
2021,12,1,0,15357,17137,73727.89,60,334,769.39,1,13294,12222.0,12209.0
2019,2,0,0,9198,10505,65314.02,60,339,467.72,0,12074,15357.0,12259.0
